school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,studytime,absences,G3,advice
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,9,8,2,15,8,
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,10,11,1,8,10,
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,8,8,1,30,8,
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,11,9,1,19,10,
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,12,12,4,1,12,
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,8,9,2,4,10,
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,10,9,2,4,11,
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,12,10,2,2,11,
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,18,18,3,5,19,
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,13,12,3,6,12,
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,15,14,3,6,14,
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,15,13,2,9,15,
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,12,11,2,11,11,
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,15,15,3,0,15,
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,2,12,13,
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,18,18,4,6,18,
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,14,13,3,8,14,
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,14,12,1,4,11,
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,10,9,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,8,2,10,8,
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,14,13,4,0,14,
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,16,15,1,5,16,
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,12,10,2,14,11,
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,11,11,1,0,10,
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,15,12,3,0,14,
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,17,17,4,0,18,
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,15,14,2,20,13,
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,14,12,2,8,12,
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,17,18,1,0,18,
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,8,9,1,38,8,
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,15,12,2,0,12,
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,12,10,2,18,10,
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,9,9,2,0,0,
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,14,12,2,20,13,
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,13,11,2,3,11,
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,13,10,2,22,11,
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,15,13,3,14,13,
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,13,11,3,40,11,
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,8,8,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,10,3,9,9,
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,11,11,3,0,10,
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,11,11,2,2,11,
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,13,13,2,23,13,
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,11,9,2,12,9,
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,11,11,3,3,11,
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,12,14,3,1,15,
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,16,15,3,0,15,
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,9,12,3,3,11,
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,14,15,1,3,16,
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,11,10,1,8,10,
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,10,9,3,7,9,
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,14,14,3,4,14,
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,9,8,4,2,8,
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,12,14,3,7,14,
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,7,0,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,8,8,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,10,9,4,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,15,3,16,15,
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,14,13,3,12,13,
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,7,8,2,0,0,
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,16,15,4,7,17,
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,9,10,2,4,10,
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,11,12,3,4,11,
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,10,10,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,16,15,2,11,15,
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,9,8,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,11,10,3,4,10,
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,13,13,3,7,14,
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,16,15,3,9,16,
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,10,10,3,0,9,
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,13,15,3,0,15,
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,11,13,1,10,13,
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,7,2,8,8,
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,13,13,2,2,13,
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,8,7,1,7,8,
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,8,8,1,4,8,
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,13,11,2,4,11,
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,10,9,2,0,9,
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,12,13,2,4,13,
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,12,12,2,2,11,
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,10,10,1,4,10,
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,18,16,3,0,16,
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,13,13,2,0,13,
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,13,12,2,2,12,
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,11,11,2,0,10,
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,16,15,2,0,15,
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,12,11,2,0,12,
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,10,10,2,4,10,
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,13,13,3,0,13,
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,7,6,1,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,11,10,1,0,10,
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,14,12,2,10,11,
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,7,7,2,4,9,
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,14,12,1,3,12,
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,13,11,3,8,11,
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,6,5,1,14,5,
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,19,18,3,0,19,
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,8,8,3,2,10,
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,15,14,3,4,15,
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,8,9,2,4,10,
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,15,15,2,0,15,
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,10,10,2,17,10,
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,15,14,2,4,14,
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,7,6,1,5,7,
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,11,11,2,2,10,
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,6,5,1,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,6,5,1,14,5,
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,10,9,3,2,10,
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,6,5,1,7,6,
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,7,5,3,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,7,9,2,0,8,
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,5,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,9,9,2,11,9,
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,14,16,1,3,16,
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,10,8,1,3,7,
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,11,12,1,0,10,
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,8,9,1,5,9,
